"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in local currency, unless specified"
"Definitions:"
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks, shipping holdbacks, per-item fees  and sales tax collection fees."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"date/time","settlement id","type","order id","sku","description","quantity","marketplace","fulfillment","order city","order state","order postal","product sales","shipping credits","promotional rebates","selling fees","fba fees","other transaction fees","other","total"
"2 Mar 2025 10:52:22 PM UTC","24361783402","Order","402-6712974-7489159","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Dubai","","","53.99","2.50","-2.50","-5.40","-10.50","0","0","38.09"
"2 Mar 2025 11:44:27 PM UTC","24361783402","Order","408-7121667-1001138","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Abu Dhabi","","","53.99","0","0","-5.40","-10.50","0","0","38.09"
"2 Mar 2025 11:46:26 PM UTC","24361783402","Order","404-5217299-1761963","H1-TUMM-Y2MI","GEEEKART Electric Nail Clipper 2-in-1 with 3 Speeds Nail Clipper Electric With LED Light Type-C Charging Ultra Lightweight Low Noise Easy Elderly Chil","1","amazon.ae","Amazon","الفجيرة","","","75.05","9.00","0","-6.00","-18.45","0","0","59.60"
"3 Mar 2025 7:27:36 AM UTC","24361783402","Order","408-0263491-7897974","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Dubai","","","53.99","3.33","-3.33","-5.40","-10.50","0","0","38.09"
"3 Mar 2025 8:00:23 AM UTC","24361783402","Order","402-6637032-4407551","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Abu Dhabi","","","53.99","0","0","-5.40","-10.50","0","0","38.09"
"3 Mar 2025 8:39:58 AM UTC","24361783402","Order","405-4142250-9107509","21-I1N0-CUS8","GEEEKART Epoxy Resin Beginner's Kit, 36oz/1064ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorat","1","amazon.ae","Amazon","Sharjah","","","81.89","3.33","-3.33","-8.19","-11.03","0","0","62.67"
"3 Mar 2025 1:49:28 PM UTC","24361783402","Order","407-2980285-6341102","Y1-W3R5-BXO4","GEEEKART 300g UV Resin, Upgraded UV Resin Kit with Fast Curing Crystal Clear High Gloss Odourless Transparent Solar Cure Sunlight Activated Resin for","1","amazon.ae","Amazon","Dubai","","","45.99","0","0","-4.60","-9.45","0","0","31.94"
"3 Mar 2025 8:44:42 PM UTC","24361783402","Order","406-1640774-0439547","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Abu Dhabi","","","59.99","0.50","-0.50","-6.00","-10.50","0","0","43.49"
"3 Mar 2025 9:18:58 PM UTC","24361783402","Order","406-3146696-5195537","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Dubai","","","53.99","0","0","-5.40","-10.50","0","0","38.09"
"3 Mar 2025 9:47:22 PM UTC","24361783402","Order","402-5769266-4901925","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Abu Dhabi","","","53.99","0","0","-5.40","-10.50","0","0","38.09"
"3 Mar 2025 10:34:20 PM UTC","24361783402","Order","407-4320832-3488356","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Dubai","","","53.99","0","0","-5.40","-10.50","0","0","38.09"
"3 Mar 2025 11:55:34 PM UTC","24361783402","Order","402-4413963-1905132","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","رأس الخيمة","","","53.99","3.34","-3.34","-5.40","-10.50","0","0","38.09"
"4 Mar 2025 12:05:39 AM UTC","24361783402","Order","402-1071183-5980310","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Dubai","","","53.99","0","0","-5.40","-10.50","0","0","38.09"
"4 Mar 2025 12:10:56 AM UTC","24361783402","Order","407-8752138-9765132","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Dubai","","","53.99","7.00","0","-5.40","-17.50","0","0","38.09"
"4 Mar 2025 2:48:30 PM UTC","24375549442","Order","404-3755178-3495500","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Dubai","","","59.99","0","0","-6.00","-10.50","0","0","43.49"
"4 Mar 2025 5:24:52 PM UTC","24375549442","Order","402-6245062-9284325","21-I1N0-CUS8","GEEEKART Epoxy Resin Beginner's Kit, 36oz/1064ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorat","2","amazon.ae","Amazon","Abu Dhabi","","","181.98","0","0","-18.20","-22.05","0","0","141.73"
"4 Mar 2025 6:49:00 PM UTC","24375549442","Order","406-4780611-9824334","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","الشارقة","","","53.99","2.50","-2.50","-5.40","-10.50","0","0","38.09"
"4 Mar 2025 7:41:50 PM UTC","24375549442","Transfer","","","To account ending with: 721","","","","","","","0","0","0","0","0","0","-228.20","-228.20"
"4 Mar 2025 9:39:04 PM UTC","24375549442","Order","407-4017587-6229952","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Sharjah","","","53.99","1.67","-1.67","-5.40","-10.50","0","0","38.09"
"4 Mar 2025 10:28:32 PM UTC","24375549442","Order","406-6370511-4084324","21-I1N0-CUS8","GEEEKART Epoxy Resin Beginner's Kit, 36oz/1064ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorat","1","amazon.ae","Amazon","Al Ain","","","90.99","0","0","-9.10","-11.03","0","0","70.86"
"4 Mar 2025 10:48:21 PM UTC","24375549442","Order","407-2850202-0087521","Y1-W3R5-BXO4","GEEEKART 300g UV Resin, Upgraded UV Resin Kit with Fast Curing Crystal Clear High Gloss Odourless Transparent Solar Cure Sunlight Activated Resin for","1","amazon.ae","Amazon","Dubai","","","41.39","0","0","-4.14","-9.45","0","0","27.80"
"4 Mar 2025 10:48:57 PM UTC","24375549442","Order","402-4000016-4789100","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","العين","","","59.99","1.66","-1.66","-6.00","-10.50","0","0","43.49"
"4 Mar 2025 11:12:37 PM UTC","24375549442","Order","403-8394159-9209157","21-I1N0-CUS8","GEEEKART Epoxy Resin Beginner's Kit, 36oz/1064ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorat","1","amazon.ae","Amazon","Dubai","","","90.99","5.00","-5.00","-9.10","-11.03","0","0","70.86"
"4 Mar 2025 11:17:31 PM UTC","24375549442","Order","407-3562098-2081155","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Dubai","","","59.99","10.00","0","-6.00","-20.50","0","0","43.49"
"4 Mar 2025 11:22:06 PM UTC","24375549442","Order","406-6639691-6309923","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Dubai","","","53.99","2.00","-2.00","-5.40","-10.50","0","0","38.09"
"5 Mar 2025 6:48:18 AM UTC","24395279002","Order","407-6918708-3808317","H1-TUMM-Y2MI","GEEEKART Electric Nail Clipper 2-in-1 with 3 Speeds Nail Clipper Electric With LED Light Type-C Charging Ultra Lightweight Low Noise Easy Elderly Chil","1","amazon.ae","Amazon","الفجيرة","","","75.05","1.66","-1.66","-6.00","-9.45","0","0","59.60"
"5 Mar 2025 7:58:43 AM UTC","24395279002","Order","171-2657509-2309914","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Dubai","","","59.99","1.11","-1.11","-6.00","-10.50","0","0","43.49"
"5 Mar 2025 1:05:48 PM UTC","24395279002","Order","407-7625780-8593160","Y1-W3R5-BXO4","GEEEKART 300g UV Resin, Upgraded UV Resin Kit with Fast Curing Crystal Clear High Gloss Odourless Transparent Solar Cure Sunlight Activated Resin for","1","amazon.ae","Amazon","Dubai","","","41.39","0","0","-4.14","-9.45","0","0","27.80"
"5 Mar 2025 2:35:13 PM UTC","24395279002","Order","407-6843855-5963528","21-I1N0-CUS8","GEEEKART Epoxy Resin Beginner's Kit, 36oz/1064ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorat","1","amazon.ae","Amazon","Dubai","","","90.99","5.00","-5.00","-9.10","-11.03","0","0","70.86"
"5 Mar 2025 3:51:48 PM UTC","24395279002","Order","405-9533749-2013117","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Dubai","","","59.99","0","0","-6.00","-10.50","0","0","43.49"
"5 Mar 2025 4:06:23 PM UTC","24395279002","Order","403-8332533-4904363","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Dubai","","","53.99","5.00","-5.00","-5.40","-10.50","0","0","38.09"
"5 Mar 2025 7:18:22 PM UTC","24395279002","Order","402-3216659-0526713","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Al Ain","","","59.99","2.80","0","-6.00","-13.30","0","0","43.49"
"5 Mar 2025 7:50:50 PM UTC","24395279002","Order","406-8125239-0174729","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Dubai","","","59.99","3.33","-3.33","-6.00","-10.50","0","0","43.49"
"5 Mar 2025 9:56:16 PM UTC","24395279002","Transfer","","","To account ending with: 721","","","","","","","0","0","0","0","0","0","-555.99","-555.99"
"5 Mar 2025 10:09:12 PM UTC","24395279002","Order","407-2272841-3317158","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Dubai","","","59.99","0","0","-6.00","-10.50","0","0","43.49"
"5 Mar 2025 11:36:31 PM UTC","24395279002","Refund","403-8332533-4904363","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Dubai","","","-53.99","-5.00","5.00","5.40","0","0","0","-48.59"
"5 Mar 2025 11:47:05 PM UTC","24395279002","Order","403-7253742-5456339","H1-TUMM-Y2MI","GEEEKART Electric Nail Clipper 2-in-1 with 3 Speeds Nail Clipper Electric With LED Light Type-C Charging Ultra Lightweight Low Noise Easy Elderly Chil","1","amazon.ae","Amazon","Dubai","","","75.05","14.00","0","-6.00","-23.45","0","0","59.60"
"6 Mar 2025 12:04:23 AM UTC","24395279002","Order","408-3021323-5430714","21-I1N0-CUS8","GEEEKART Epoxy Resin Beginner's Kit, 36oz/1064ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorat","1","amazon.ae","Amazon","Abu Dhabi","","","90.99","1.50","-1.50","-9.10","-11.03","0","0","70.86"
"6 Mar 2025 12:09:14 AM UTC","24395279002","Order","404-0796800-1519528","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Dubai","","","59.99","1.50","-1.50","-6.00","-10.50","0","0","43.49"
"6 Mar 2025 7:47:57 AM UTC","24395279002","Order","406-9745727-7236349","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Dubai","","","59.99","0","0","-6.00","-10.50","0","0","43.49"
"6 Mar 2025 8:38:04 PM UTC","24395279002","Order","171-6785525-4249967","21-I1N0-CUS8","GEEEKART Epoxy Resin Beginner's Kit, 36oz/1064ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorat","1","amazon.ae","Amazon","Abu Dhabi","","","90.99","0","0","-9.10","-11.03","0","0","70.86"
"6 Mar 2025 8:44:33 PM UTC","24395279002","Order","171-4967704-9854707","21-I1N0-CUS8","GEEEKART Epoxy Resin Beginner's Kit, 36oz/1064ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorat","1","amazon.ae","Amazon","Dubai","","","90.99","0.50","-0.50","-9.10","-11.03","0","0","70.86"
"6 Mar 2025 10:16:59 PM UTC","24395279002","Order","402-3121248-7353906","Y1-W3R5-BXO4","GEEEKART 300g UV Resin, Upgraded UV Resin Kit with Fast Curing Crystal Clear High Gloss Odourless Transparent Solar Cure Sunlight Activated Resin for","1","amazon.ae","Amazon","Abu Dhabi","","","41.39","0","0","-4.14","-9.45","0","0","27.80"
"6 Mar 2025 10:59:24 PM UTC","24395279002","Order","405-0040461-8598707","Y1-W3R5-BXO4","GEEEKART 300g UV Resin, Upgraded UV Resin Kit with Fast Curing Crystal Clear High Gloss Odourless Transparent Solar Cure Sunlight Activated Resin for","1","amazon.ae","Amazon","Abu Dhabi","","","41.39","0","0","-4.14","-9.45","0","0","27.80"
"6 Mar 2025 11:00:19 PM UTC","24395279002","Order","171-2081458-6957128","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Dubai","","","59.99","2.00","-2.00","-6.00","-10.50","0","0","43.49"
"7 Mar 2025 12:01:18 AM UTC","24395279002","Order","408-7791766-5997110","Y1-W3R5-BXO4","GEEEKART 300g UV Resin, Upgraded UV Resin Kit with Fast Curing Crystal Clear High Gloss Odourless Transparent Solar Cure Sunlight Activated Resin for","1","amazon.ae","Amazon","Dubai","","","41.39","0","0","-4.14","-9.45","0","0","27.80"
"7 Mar 2025 4:28:16 AM UTC","24402217052","FBA Inventory Fee","","","FBA storage fee","","Amazon.ae","","","","","0","0","0","0","0","0","-146.57","-146.57"
"7 Mar 2025 8:10:10 AM UTC","24402217052","Order","404-9440412-2586722","21-I1N0-CUS8","GEEEKART Epoxy Resin Beginner's Kit, 36oz/1064ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorat","1","amazon.ae","Amazon","Sharjah","","","90.99","0","0","-9.10","-11.03","0","0","70.86"
"7 Mar 2025 6:31:59 PM UTC","24402217052","Order","407-3688009-6628364","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Dubai","","","59.99","1.00","-1.00","-6.00","-10.50","0","0","43.49"
"7 Mar 2025 9:27:53 PM UTC","24402217052","Transfer","","","To account ending with: 721","","","","","","","0","0","0","0","0","0","-851.26","-851.26"
"7 Mar 2025 10:11:44 PM UTC","24402217052","Order","171-9065081-5002769","21-I1N0-CUS8","GEEEKART Epoxy Resin Beginner's Kit, 36oz/1064ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorat","2","amazon.ae","Amazon","Dubai","","","181.98","3.00","-3.00","-18.20","-22.05","0","0","141.73"
"7 Mar 2025 10:14:57 PM UTC","24402217052","Order","407-5390887-7349160","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Dubai","","","59.99","0","0","-6.00","-10.50","0","0","43.49"
"7 Mar 2025 10:39:20 PM UTC","24402217052","Refund","407-0708535-5853947","Y1-W3R5-BXO4","GEEEKART 300g UV Resin, Upgraded UV Resin Kit with Fast Curing Crystal Clear High Gloss Odourless Transparent Solar Cure Sunlight Activated Resin for","2","amazon.ae","Amazon","Ras Al Khaimah","","","-82.78","0","0","6.62","0","0","0","-76.16"
"7 Mar 2025 10:55:54 PM UTC","24402217052","Order","407-1751389-6201108","21-I1N0-CUS8","GEEEKART Epoxy Resin Beginner's Kit, 36oz/1064ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorat","1","amazon.ae","Amazon","Dubai","","","90.99","1.50","-1.50","-9.10","-11.03","0","0","70.86"
"7 Mar 2025 11:01:42 PM UTC","24402217052","Order","407-0708535-5853947","Y1-W3R5-BXO4","GEEEKART 300g UV Resin, Upgraded UV Resin Kit with Fast Curing Crystal Clear High Gloss Odourless Transparent Solar Cure Sunlight Activated Resin for","2","amazon.ae","Amazon","Ras Al Khaimah","","","82.78","0","0","-8.28","-18.90","0","0","55.60"
"7 Mar 2025 11:14:27 PM UTC","24402217052","Order","403-0995212-9781934","21-I1N0-CUS8","GEEEKART Epoxy Resin Beginner's Kit, 36oz/1064ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorat","1","amazon.ae","Amazon","Abu Dhabi","","","90.99","0","0","-9.10","-11.03","0","0","70.86"
"7 Mar 2025 11:33:19 PM UTC","24402217052","Order","171-5992216-8371551","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Abu Dhabi","","","59.99","0","0","-6.00","-10.50","0","0","43.49"
"8 Mar 2025 4:04:14 PM UTC","24402217052","Order","405-9416193-9245140","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Sharjah","","","59.99","0","0","-6.00","-10.50","0","0","43.49"
"8 Mar 2025 6:42:05 PM UTC","24402217052","Order","404-4554015-0982703","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Ajman","","","59.99","2.80","0","-6.00","-13.30","0","0","43.49"
"8 Mar 2025 8:24:30 PM UTC","24402217052","Order","405-7140119-8206766","21-I1N0-CUS8","GEEEKART Epoxy Resin Beginner's Kit, 36oz/1064ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorat","1","amazon.ae","Amazon","Dubai","","","90.99","0","0","-9.10","-11.03","0","0","70.86"
"8 Mar 2025 8:53:25 PM UTC","24402217052","Order","408-6514206-4629952","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Abu Dhabi","","","59.99","0","0","-6.00","-10.50","0","0","43.49"
"8 Mar 2025 9:33:00 PM UTC","24402217052","Order","404-3394807-9195564","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","2","amazon.ae","Amazon","Dubai","","","119.98","3.00","-3.00","-12.00","-21.00","0","0","86.98"
"8 Mar 2025 9:55:11 PM UTC","24402217052","Order","408-0837246-6625158","Y1-W3R5-BXO4","GEEEKART 300g UV Resin, Upgraded UV Resin Kit with Fast Curing Crystal Clear High Gloss Odourless Transparent Solar Cure Sunlight Activated Resin for","1","amazon.ae","Amazon","Sharjah","","","41.39","0","0","-4.14","-9.45","0","0","27.80"
"8 Mar 2025 10:08:34 PM UTC","24402217052","Order","171-9929814-0162752","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","Dubai","","","59.99","0","0","-6.00","-10.50","0","0","43.49"
"8 Mar 2025 10:28:34 PM UTC","24402217052","Order","405-3245247-3316318","79-ZZXJ-ES5J","Epoxy Resin 1 Gallon, 0.5 Gallon Resin and 0.5 Gallon Hardener Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jeweller","1","amazon.ae","Amazon","Abu Dhabi","","","295.00","0","-50.00","-24.50","-14.70","0","0","205.80"
"8 Mar 2025 10:50:42 PM UTC","24402217052","Order","171-1439502-0157941","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","1","amazon.ae","Amazon","رأس الخيمة","","","59.99","2.33","0","-6.00","-12.83","0","0","43.49"
"8 Mar 2025 11:22:41 PM UTC","24402217052","Order","404-6629879-2841114","G8-NOGZ-0KSP","GEEEKART Epoxy Resin Beginner's Kit, 18oz/532ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorati","2","amazon.ae","Amazon","Dubai","","","119.98","0","0","-12.00","-21.00","0","0","86.98"
"8 Mar 2025 11:23:34 PM UTC","24402217052","Order","403-3868712-3373106","Y1-W3R5-BXO4","GEEEKART 300g UV Resin, Upgraded UV Resin Kit with Fast Curing Crystal Clear High Gloss Odourless Transparent Solar Cure Sunlight Activated Resin for","1","amazon.ae","Amazon","Abu Dhabi","","","41.39","0","0","-4.14","-9.45","0","0","27.80"
"8 Mar 2025 11:58:31 PM UTC","24402217052","Order","405-3758296-6416326","Y1-W3R5-BXO4","GEEEKART 300g UV Resin, Upgraded UV Resin Kit with Fast Curing Crystal Clear High Gloss Odourless Transparent Solar Cure Sunlight Activated Resin for","1","amazon.ae","Amazon","Abu Dhabi","","","41.39","0","0","-4.14","-9.45","0","0","27.80"
"9 Mar 2025 2:08:46 AM UTC","24402217052","Order","407-1430765-9923567","21-I1N0-CUS8","GEEEKART Epoxy Resin Beginner's Kit, 36oz/1064ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorat","1","amazon.ae","Amazon","Dubai","","","90.99","0.52","-0.52","-18.20","-11.03","0","0","61.76"
"9 Mar 2025 2:08:46 AM UTC","24402217052","Order","407-1430765-9923567","21-I1N0-CUS8","GEEEKART Epoxy Resin Beginner's Kit, 36oz/1064ml Non Toxic Epoxy Resin Clear Casting Resin Set, 1:1 Ratio Epoxy Resin for Wood, Jewellery Art, Decorat","1","amazon.ae","Amazon","Dubai","","","90.99","0.53","-0.53","0","-11.03","0","0","79.96"
"9 Mar 2025 5:07:08 AM UTC","24402217052","Order","408-2115775-9994705","H1-TUMM-Y2MI","GEEEKART Electric Nail Clipper 2-in-1 with 3 Speeds Nail Clipper Electric With LED Light Type-C Charging Ultra Lightweight Low Noise Easy Elderly Chil","1","amazon.ae","Amazon","Abu Dhabi","","","75.05","1.00","-1.00","-6.00","-9.45","0","0","59.60"
"9 Mar 2025 8:14:34 AM UTC","24402217052","Order","405-0501771-3116341","Y1-W3R5-BXO4","GEEEKART 300g UV Resin, Upgraded UV Resin Kit with Fast Curing Crystal Clear High Gloss Odourless Transparent Solar Cure Sunlight Activated Resin for","1","amazon.ae","Amazon","Sharjah","","","41.39","5.00","-5.00","-4.14","-9.45","0","0","27.80"
