"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in USD, unless specified"
"Definitions:"
"Sales tax collected: Includes sales tax collected from buyers for product sales, shipping, and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks, shipping holdbacks, per-item fees  and sales tax collection fees."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"date/time","settlement id","type","order id","sku","description","quantity","marketplace","fulfillment","order city","order state","order postal","tax collection model","product sales","product sales tax","shipping credits","shipping credits tax","gift wrap credits","giftwrap credits tax","Regulatory Fee","Tax On Regulatory Fee","promotional rebates","promotional rebates tax","marketplace withheld tax","selling fees","fba fees","other transaction fees","other","total"
"Mar 8, 2025 5:10:48 AM PST","23163907481","Order","114-1066493-9784207","EPR-US-UV-3","UV Resin 1000g, Upgrade Crystal Clear Hard Ultraviolet Epoxy Resin Glue, Low Odor Transparent Solar Cure Sunlight Activated Resin for Jewelry Making,","1","amazon.com","Amazon","LEANDER","TX","78641","MarketplaceFacilitator","34.99","0","0","0","0","0","0","0","0","0","0","-5.25","-6.21","0","0","23.53"
"Mar 8, 2025 5:20:12 AM PST","23163907481","Order","111-7049252-9659458","GG-4TFN-ZDD4","UV Resin 2000g, Crystal Clear Hard Ultraviolet Epoxy Resin Glue, Low Odor Transparent Solar Cure Sunlight Activated Resin for Jewelry Making, DIY Craf","1","amazon.com","Amazon","Santa cruz","Ca","95065","MarketplaceFacilitator","48.03","4.56","0","0","0","0","0","0","0","0","-4.56","-5.76","-7.64","0","0","34.63"
"Mar 8, 2025 5:51:23 AM PST","23163907481","Order","S01-6712157-0526001","GG-4TFN-ZDD4","UV Resin 2000g, Crystal Clear Hard Ultraviolet Epoxy Resin Glue, Low Odor Transparent Solar Cure Sunlight Activated Resin for Jewelry Making, DIY Craft Decoration, Mold, Casting and Coating","2","sim1.stores.amazon.com","Amazon","PFAFFTOWN","NC","27040","","0","0","0","0","0","0","0","0","0","0","0","0","-19.48","0","0","-19.48"
"Mar 8, 2025 6:12:25 AM PST","23163907481","Order","112-2667886-2489045","20221224-US-FBA02","Epoxy Resin 1 Gallon Kit, Crystal Clear Epoxy Resin High Gloss, Easy Mix 1:1 Bubbles Free Art Resin for Coating and Casting, Countertop, Table Top, Ri","1","amazon.com","Amazon","SOUTHAVEN","MS","38671","MarketplaceFacilitator","49.99","3.15","0","0","0","0","0","0","-5.00","0","-3.15","-6.75","-9.16","0","0","29.08"
"Mar 8, 2025 8:01:15 AM PST","23163907481","Order","114-2262644-8013047","EPR-US-AB-10","Crystal Clear Epoxy Resin - 64oz Epoxy Resin Kit, Not Yellowing High Gloss Bubbles Free Easy Mix 1:1 Ratio for Coating and Casting, Jewelry, Craft DIY","1","amazon.com","Amazon","LOS ANGELES","CA","90036","MarketplaceFacilitator","19.69","1.68","0","0","0","0","0","0","-1.97","0","-1.68","-2.66","-7.48","0","0","7.58"
"Mar 8, 2025 9:33:12 AM PST","23163907481","Order","112-9769757-4505822","EPR-US-UV-3","UV Resin 1000g, Upgrade Crystal Clear Hard Ultraviolet Epoxy Resin Glue, Low Odor Transparent Solar Cure Sunlight Activated Resin for Jewelry Making,","1","amazon.com","Amazon","BEEVILLE","TX","78102","MarketplaceFacilitator","34.99","0","6.99","0","0","0","0","0","0","0","0","-5.25","-13.20","0","0","23.53"
"Mar 8, 2025 1:38:16 PM PST","23163907481","Order","113-9683183-5091433","EPR-US-UV-3","UV Resin 1000g, Upgrade Crystal Clear Hard Ultraviolet Epoxy Resin Glue, Low Odor Transparent Solar Cure Sunlight Activated Resin for Jewelry Making,","1","amazon.com","Amazon","CHESTERFIELD","MO","63017","MarketplaceFacilitator","35.99","1.52","6.99","0","0","0","0","0","-6.99","0","-1.52","-5.40","-6.21","0","0","24.38"
"Mar 8, 2025 3:00:59 PM PST","23163907481","Service Fee","dc236d0f-de28-4527-a216-5e629db94a44","","Coupon Redemption Fee: Save 5% on 2 Gallon Epoxy Resin Kit","1","Amazon.com","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.60","0","-0.60"
"Mar 8, 2025 8:51:56 PM PST","23163907481","Adjustment","","GG-4TFN-ZDD4","FBA Inventory Reimbursement - General Adjustment","1","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-49.55","-49.55"
"Mar 8, 2025 9:42:34 PM PST","23163907481","Liquidations","18672418968551","X003WFTSPJ","UV Resin 1000g, Upgrade Crystal Clear Hard Ultraviolet Epoxy Resin Glue, Low Odor Transparent Solar Cure Sunlight Activated Resin for Jewelry Making, DIY Craft Decoration, Mold, Casting and Coating","1","","","","","","","1.17","0","0","0","0","0","0","0","0","0","0","0","0","-0.78","0","0.39"
