"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in USD, unless specified"
"Definitions:"
"Sales tax collected: Includes sales tax collected from buyers for product sales, shipping, and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks, shipping holdbacks, per-item fees  and sales tax collection fees."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"date/time","settlement id","type","order id","sku","description","quantity","marketplace","fulfillment","order city","order state","order postal","tax collection model","product sales","product sales tax","shipping credits","shipping credits tax","gift wrap credits","giftwrap credits tax","Regulatory Fee","Tax On Regulatory Fee","promotional rebates","promotional rebates tax","marketplace withheld tax","selling fees","fba fees","other transaction fees","other","total"
"Mar 2, 2025 2:12:25 AM PST","23108221791","Order","112-3506925-9213818","KK-QXT9-AA51","ButiResin 1000g UV Resin, UV Resin Clear - Fast Curing, Crystal Clear, Odourless, Low Viscosity & Hard Type, UV Resin Kit for DIY Jewelry Making, Cast","1","amazon.com","Amazon","POWAY","CA","92064","MarketplaceFacilitator","33.99","2.32","0","0","0","0","0","0","-4.00","0","-2.32","-4.50","-6.21","0","0","19.28"
"Mar 2, 2025 2:30:32 AM PST","23108221791","Order","113-7968963-2305049","KK-QXT9-AA51","ButiResin 1000g UV Resin, UV Resin Clear - Fast Curing, Crystal Clear, Odourless, Low Viscosity & Hard Type, UV Resin Kit for DIY Jewelry Making, Cast","1","amazon.com","Amazon","GANS","OK","74936","MarketplaceFacilitator","33.99","2.01","0","0","0","0","0","0","0","0","-2.01","-5.10","-6.21","0","0","22.68"
"Mar 2, 2025 5:53:17 AM PST","23108221791","Order","114-1515897-0961844","6Y-GCDK-ILVH","ButiResin 2000g UV Resin, UV Resin Clear - Fast Curing, Crystal Clear, Odourless, Low Viscosity & Hard Type, UV Resin Kit for DIY Jewelry Making, Cast","1","amazon.com","Amazon","OMAHA","NE","68122","MarketplaceFacilitator","51.84","2.52","0","0","0","0","0","0","-6.00","0","-2.52","-6.88","-7.64","0","0","31.32"
"Mar 2, 2025 5:54:13 AM PST","23108221791","Order","112-9651503-9637040","6Y-GCDK-ILVH","ButiResin 2000g UV Resin, UV Resin Clear - Fast Curing, Crystal Clear, Odourless, Low Viscosity & Hard Type, UV Resin Kit for DIY Jewelry Making, Cast","1","amazon.com","Amazon","WHEAT RIDGE","CO","80033","MarketplaceFacilitator","51.84","4.15","2.99","0","0","0","0","0","-2.99","0","-4.15","-7.78","-7.64","0","0","36.42"
"Mar 2, 2025 7:07:22 AM PST","23108221791","Order","111-9716896-6435438","6Y-GCDK-ILVH","ButiResin 2000g UV Resin, UV Resin Clear - Fast Curing, Crystal Clear, Odourless, Low Viscosity & Hard Type, UV Resin Kit for DIY Jewelry Making, Cast","1","amazon.com","Amazon","SAINT JOSEPH","MO","64507","MarketplaceFacilitator","51.84","4.45","0","0","0","0","0","0","-6.00","0","-4.45","-6.88","-7.64","0","0","31.32"
"Mar 2, 2025 7:50:00 AM PST","23108221791","Order","111-4428349-6973835","KK-QXT9-AA51","ButiResin 1000g UV Resin, UV Resin Clear - Fast Curing, Crystal Clear, Odourless, Low Viscosity & Hard Type, UV Resin Kit for DIY Jewelry Making, Cast","1","amazon.com","Amazon","DERBY","KS","67037","MarketplaceFacilitator","33.99","2.55","0","0","0","0","0","0","-4.00","0","-2.55","-4.50","-6.21","0","0","19.28"
"Mar 2, 2025 8:13:27 AM PST","23108221791","Refund","114-1462092-0385827","WR-O14M-LWO6","BUTIRESIN 500g UV Resin, UV Resin Clear - Fast Curing, Crystal Clear, Odourless, Low Viscosity & Hard Type, UV Resin Kit for DIY Jewelry Making, Casti","1","amazon.com","Amazon","FRISCO","TX","75036","MarketplaceFacilitator","-24.99","-1.56","0","0","0","0","0","0","0","0","1.56","3.00","0","0","0","-21.99"
"Mar 2, 2025 11:01:08 AM PST","23108221791","Order","S01-3350077-5814041","BUTI-US-1 Gal","Epoxy Resin Crystal Clear 1 Gallon Kit, Self Leveling Bubbles Free Coating and Casting Resin and Hardener for Countertop, Table Top, Crafts, DIY Art, Wood, Jewelry, Molds, Bar Top 1:1 Ratio","1","sim1.stores.amazon.com","Amazon","WATERFORD","CA","95386","","0","0","0","0","0","0","0","0","0","0","0","0","-16.10","0","0","-16.10"
"Mar 2, 2025 11:34:41 AM PST","23108221791","Service Fee","13709018-5263-4629-a472-b355ac691350","","Coupon Redemption Fee: Save $4 on UV RESIN 1000g","2","Amazon.com","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","-1.20","0","-1.20"
"Mar 2, 2025 11:42:19 AM PST","23108221791","Service Fee","1a1d2926-8bce-4039-ad2c-8f36c485488b","","Coupon Redemption Fee: Save 5% on UV RESIN 500g","1","Amazon.com","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.60","0","-0.60"
"Mar 2, 2025 12:24:41 PM PST","23108221791","Order","S01-9241549-2978005","BUTI-US-1 Gal","Epoxy Resin Crystal Clear 1 Gallon Kit, Self Leveling Bubbles Free Coating and Casting Resin and Hardener for Countertop, Table Top, Crafts, DIY Art, Wood, Jewelry, Molds, Bar Top 1:1 Ratio","1","sim1.stores.amazon.com","Amazon","DUNLAP","TN","37327","","0","0","0","0","0","0","0","0","0","0","0","0","-16.10","0","0","-16.10"
"Mar 2, 2025 1:11:00 PM PST","23108221791","Order","111-5255788-7533856","6Y-GCDK-ILVH","ButiResin 2000g UV Resin, UV Resin Clear - Fast Curing, Crystal Clear, Odourless, Low Viscosity & Hard Type, UV Resin Kit for DIY Jewelry Making, Cast","1","amazon.com","Amazon","DALLAS","TX","75209","MarketplaceFacilitator","51.84","3.78","1.00","0","0","0","0","0","-7.00","0","-3.78","-6.88","-7.64","0","0","31.32"
"Mar 2, 2025 2:00:51 PM PST","23108221791","Order","114-6359398-5303406","6Y-GCDK-ILVH","ButiResin 2000g UV Resin, UV Resin Clear - Fast Curing, Crystal Clear, Odourless, Low Viscosity & Hard Type, UV Resin Kit for DIY Jewelry Making, Cast","1","amazon.com","Amazon","LUBBOCK","TX","79407","MarketplaceFacilitator","51.84","3.09","0","0","0","0","0","0","-6.00","0","-3.09","-6.88","-7.64","0","0","31.32"
"Mar 2, 2025 2:22:28 PM PST","23108221791","Order","114-4907415-0012209","6Y-GCDK-ILVH","ButiResin 2000g UV Resin, UV Resin Clear - Fast Curing, Crystal Clear, Odourless, Low Viscosity & Hard Type, UV Resin Kit for DIY Jewelry Making, Cast","1","amazon.com","Amazon","GAYLORD","MI","49735","MarketplaceFacilitator","51.84","2.75","0","0","0","0","0","0","-6.00","0","-2.75","-6.88","-7.64","0","0","31.32"
"Mar 2, 2025 3:12:55 PM PST","23108221791","Service Fee","dbc6d830-2e6b-483c-baec-1b6b8db6771c","","Coupon Redemption Fee: Save $5 on UV RESIN 1500g","2","Amazon.com","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","-1.20","0","-1.20"
"Mar 2, 2025 3:13:38 PM PST","23108221791","Service Fee","df931745-3b02-489d-ae4f-e8c9ad53e970","","Coupon Redemption Fee: Save $6 on UV RESIN 2000g","1","Amazon.com","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.60","0","-0.60"
"Mar 2, 2025 6:28:54 PM PST","23108221791","Order","S01-9721936-3172459","BUTI-US-1 Gal","Epoxy Resin Crystal Clear 1 Gallon Kit, Self Leveling Bubbles Free Coating and Casting Resin and Hardener for Countertop, Table Top, Crafts, DIY Art, Wood, Jewelry, Molds, Bar Top 1:1 Ratio","1","sim1.stores.amazon.com","Amazon","ASHEVILLE","NC","28806","","0","0","0","0","0","0","0","0","0","0","0","0","-16.10","0","0","-16.10"
"Mar 2, 2025 10:15:39 PM PST","23108221791","Order","S01-6418611-1422844","SG-CUA3-EYLP","ButiResin Silicone Mold Making Kit-32oz Liquid Silicone Rubber for Mold Making,1:1 Mixing Ratio Fast Curing Molding Silicone for Casting, DIY Resin Molds, Candle Molds, Soap Mold, Craft","1","sim1.stores.amazon.com","Amazon","Rogers","AR","72756","","0","0","0","0","0","0","0","0","0","0","0","0","-7.85","0","0","-7.85"
"Mar 2, 2025 10:15:39 PM PST","23108221791","Order","S01-6418611-1422844","SG-CUA3-EYLP","ButiResin Silicone Mold Making Kit-32oz Liquid Silicone Rubber for Mold Making,1:1 Mixing Ratio Fast Curing Molding Silicone for Casting, DIY Resin Molds, Candle Molds, Soap Mold, Craft","1","sim1.stores.amazon.com","Amazon","Rogers","AR","72756","","0","0","0","0","0","0","0","0","0","0","0","0","-7.85","0","0","-7.85"
"Mar 3, 2025 1:54:56 AM PST","23108221791","Order","112-3232645-7145038","6Y-GCDK-ILVH","ButiResin 2000g UV Resin, UV Resin Clear - Fast Curing, Crystal Clear, Odourless, Low Viscosity & Hard Type, UV Resin Kit for DIY Jewelry Making, Cast","1","amazon.com","Amazon","BOYNTON BEACH","FL","33436","MarketplaceFacilitator","51.84","3.21","0","0","0","0","0","0","-6.00","0","-3.21","-6.88","-7.64","0","0","31.32"
"Mar 3, 2025 2:24:02 AM PST","23108221791","Transfer","","","To your account ending in: 247, Bank Transfer ID: B6R3H8B80SEC8WW","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-13.57","-13.57"
"Mar 3, 2025 4:55:33 AM PST","23108221791","Order","S01-9779569-1182050","SG-CUA3-EYLP","ButiResin Silicone Mold Making Kit-32oz Liquid Silicone Rubber for Mold Making,1:1 Mixing Ratio Fast Curing Molding Silicone for Casting, DIY Resin Molds, Candle Molds, Soap Mold, Craft","1","sim1.stores.amazon.com","Amazon","RICHTON PARK","IL","60471","","0","0","0","0","0","0","0","0","0","0","0","0","-11.34","0","0","-11.34"
"Mar 3, 2025 5:03:58 AM PST","23108221791","Order","113-4504822-9771457","KK-QXT9-AA51","ButiResin 1000g UV Resin, UV Resin Clear - Fast Curing, Crystal Clear, Odourless, Low Viscosity & Hard Type, UV Resin Kit for DIY Jewelry Making, Cast","1","amazon.com","Amazon","HUTCHINSON","KS","67501","MarketplaceFacilitator","33.99","2.47","0","0","0","0","0","0","-4.00","0","-2.47","-4.50","-6.21","0","0","19.28"
